AgeCat Cor Gen Rep Ref varE
telF1 0.58727802781 47 0 10K 0.1
genTest1 0.903776035203 48 0 10K 0.1
gpb2 0.243607715289 48 0 10K 0.1
gpb3 0.601101425851 48 0 10K 0.1
gpb4 0.469374725443 48 0 10K 0.1
gpb5 0.855355303108 48 0 10K 0.1
k3 0.776622708403 48 0 10K 0.1
k5 0.856475824796 48 0 10K 0.1
pBM4 0.704941542383 48 0 10K 0.1
pBM5 0.618872677981 48 0 10K 0.1
pBM6 0.836832207508 48 0 10K 0.1
potomciNP0 0.698250974709 48 0 10K 0.1
telF1 0.498140020409 48 0 10K 0.1
genTest1 0.909454618725 49 0 10K 0.1
gpb2 0.810890949739 49 0 10K 0.1
gpb3 0.820884150048 49 0 10K 0.1
gpb4 0.482019871254 49 0 10K 0.1
gpb5 0.950493654833 49 0 10K 0.1
k3 0.767783249431 49 0 10K 0.1
k5 0.854880268976 49 0 10K 0.1
pBM4 0.505105771905 49 0 10K 0.1
pBM5 0.652256339892 49 0 10K 0.1
pBM6 0.607195314421 49 0 10K 0.1
potomciNP0 0.650225560446 49 0 10K 0.1
telF1 0.530868435214 49 0 10K 0.1
genTest1 0.916204065872 50 0 10K 0.1
gpb2 0.532891394667 50 0 10K 0.1
gpb3 0.976294577289 50 0 10K 0.1
gpb4 0.710257935515 50 0 10K 0.1
gpb5 0.982692540385 50 0 10K 0.1
k3 0.753726336171 50 0 10K 0.1
k5 0.851915739329 50 0 10K 0.1
pBM4 0.581531435888 50 0 10K 0.1
pBM5 0.501721100188 50 0 10K 0.1
pBM6 0.680933764389 50 0 10K 0.1
potomciNP0 0.63929265541 50 0 10K 0.1
telF1 0.514636259441 50 0 10K 0.1
genTest1 0.896722266084 51 0 10K 0.1
gpb2 0.829722598896 51 0 10K 0.1
gpb3 0.66531516066 51 0 10K 0.1
gpb4 0.778134147062 51 0 10K 0.1
gpb5 0.672515135934 51 0 10K 0.1
k3 0.760641997125 51 0 10K 0.1
k5 0.85863454575 51 0 10K 0.1
pBM4 0.671052084511 51 0 10K 0.1
pBM5 0.567351061197 51 0 10K 0.1
pBM6 0.518382263601 51 0 10K 0.1
potomciNP0 0.718367266849 51 0 10K 0.1
telF1 0.52544665644 51 0 10K 0.1
genTest1 0.940599288438 52 0 10K 0.1
gpb2 0.620573128368 52 0 10K 0.1
gpb3 0.841020726775 52 0 10K 0.1
gpb4 0.85487948895 52 0 10K 0.1
gpb5 0.986733530274 52 0 10K 0.1
k3 0.761747106038 52 0 10K 0.1
k5 0.821974004964 52 0 10K 0.1
pBM4 0.632700038081 52 0 10K 0.1
pBM5 0.69682136023 52 0 10K 0.1
pBM6 0.631097667438 52 0 10K 0.1
potomciNP0 0.678947279 52 0 10K 0.1
telF1 0.512838704508 52 0 10K 0.1
genTest1 0.88284832394 53 0 10K 0.1
gpb2 0.909202217508 53 0 10K 0.1
gpb3 0.862119765259 53 0 10K 0.1
gpb4 0.950923903831 53 0 10K 0.1
gpb5 0.961398790282 53 0 10K 0.1
k3 0.761373047289 53 0 10K 0.1
k5 0.833148556487 53 0 10K 0.1
pBM4 0.431194851914 53 0 10K 0.1
pBM5 0.596506554349 53 0 10K 0.1
pBM6 0.655014378649 53 0 10K 0.1
potomciNP0 0.725328355939 53 0 10K 0.1
telF1 0.516857560197 53 0 10K 0.1
genTest1 0.913582561249 54 0 10K 0.1
gpb2 0.417350237526 54 0 10K 0.1
gpb3 0.947816347881 54 0 10K 0.1
gpb4 0.982640527996 54 0 10K 0.1
gpb5 0.983016618297 54 0 10K 0.1
k3 0.754135442276 54 0 10K 0.1
k5 0.834724504853 54 0 10K 0.1
pBM4 0.376215377283 54 0 10K 0.1
pBM5 0.424225577539 54 0 10K 0.1
pBM6 0.654248194403 54 0 10K 0.1
potomciNP0 0.78290483641 54 0 10K 0.1
telF1 0.534072426555 54 0 10K 0.1
genTest1 0.939531190969 55 0 10K 0.1
gpb2 0.782738311017 55 0 10K 0.1
gpb3 0.615252701737 55 0 10K 0.1
gpb4 0.893667004655 55 0 10K 0.1
gpb5 0.989126372795 55 0 10K 0.1
k3 0.748960295439 55 0 10K 0.1
k5 0.836545628239 55 0 10K 0.1
pBM4 0.55272185494 55 0 10K 0.1
pBM5 0.391913797235 55 0 10K 0.1
pBM6 0.464172340369 55 0 10K 0.1
potomciNP0 0.666957877371 55 0 10K 0.1
telF1 0.516702962337 55 0 10K 0.1
genTest1 0.901142483352 56 0 10K 0.1
gpb2 0.963606841856 56 0 10K 0.1
gpb3 0.789565330327 56 0 10K 0.1
gpb4 0.705145705706 56 0 10K 0.1
gpb5 0.97713675328 56 0 10K 0.1
k3 0.752478122792 56 0 10K 0.1
k5 0.829705139474 56 0 10K 0.1
pBM4 0.394787289187 56 0 10K 0.1
pBM5 0.63845042541 56 0 10K 0.1
pBM6 0.435318384479 56 0 10K 0.1
potomciNP0 0.76127548527 56 0 10K 0.1
telF1 0.505145075596 56 0 10K 0.1
genTest1 0.92489609994 57 0 10K 0.1
gpb2 0.69886304892 57 0 10K 0.1
gpb3 0.916928447835 57 0 10K 0.1
gpb4 0.635970483618 57 0 10K 0.1
gpb5 0.856160095683 57 0 10K 0.1
k3 0.746767282857 57 0 10K 0.1
k5 0.835617178824 57 0 10K 0.1
pBM4 0.412442032904 57 0 10K 0.1
pBM5 0.47711706041 57 0 10K 0.1
pBM6 0.684375734338 57 0 10K 0.1
potomciNP0 0.747343515154 57 0 10K 0.1
telF1 0.512114899519 57 0 10K 0.1
genTest1 0.908542985515 58 0 10K 0.1
gpb2 0.865800131727 58 0 10K 0.1
gpb3 0.789961245277 58 0 10K 0.1
gpb4 0.953207654324 58 0 10K 0.1
gpb5 0.924805398571 58 0 10K 0.1
k3 0.747400011715 58 0 10K 0.1
k5 0.828757492477 58 0 10K 0.1
pBM4 0.537649976666 58 0 10K 0.1
pBM5 0.39401981895 58 0 10K 0.1
pBM6 0.560781022674 58 0 10K 0.1
potomciNP0 0.676414452397 58 0 10K 0.1
telF1 0.498609540373 58 0 10K 0.1
genTest1 0.920871596013 59 0 10K 0.1
gpb2 0.315605491217 59 0 10K 0.1
gpb3 0.752673280197 59 0 10K 0.1
gpb4 0.908003467092 59 0 10K 0.1
gpb5 0.964372613712 59 0 10K 0.1
k3 0.751570303718 59 0 10K 0.1
k5 0.829034298881 59 0 10K 0.1
pBM4 0.712366273375 59 0 10K 0.1
pBM5 0.523062242451 59 0 10K 0.1
pBM6 0.444419238922 59 0 10K 0.1
potomciNP0 0.65952755657 59 0 10K 0.1
telF1 0.502417376737 59 0 10K 0.1
genTest1 0.897538602496 60 0 10K 0.1
gpb2 0.956871832762 60 0 10K 0.1
gpb3 0.771648404203 60 0 10K 0.1
gpb4 0.76126803494 60 0 10K 0.1
gpb5 0.83664429926 60 0 10K 0.1
k3 0.747520101638 60 0 10K 0.1
k5 0.846640889687 60 0 10K 0.1
pBM4 0.21452090743 60 0 10K 0.1
pBM5 0.756580171597 60 0 10K 0.1
pBM6 0.67070390675 60 0 10K 0.1
potomciNP0 0.619289296376 60 0 10K 0.1
telF1 0.509908535438 60 0 10K 0.1
k3 0.793199603744 21 0 10K 0.2
k5 0.693529913753 21 0 10K 0.2
pBM4 0.762849820715 21 0 10K 0.2
pBM5 0.591466069339 21 0 10K 0.2
pBM6 0.691009956219 21 0 10K 0.2
potomciNP0 0.268178292175 21 0 10K 0.2
telF1 0.304836435397 21 0 10K 0.2
k3 0.744357716807 22 0 10K 0.2
k5 0.732495421153 22 0 10K 0.2
pBM4 0.324386269386 22 0 10K 0.2
pBM5 0.775824203703 22 0 10K 0.2
pBM6 0.697768169924 22 0 10K 0.2
potomciNP0 0.397773960636 22 0 10K 0.2
telF1 0.269591750954 22 0 10K 0.2
k3 0.740045952181 23 0 10K 0.2
k5 0.810216203971 23 0 10K 0.2
pBM4 0.509460592651 23 0 10K 0.2
pBM5 0.354193654616 23 0 10K 0.2
pBM6 0.798137448956 23 0 10K 0.2
potomciNP0 0.20142472262 23 0 10K 0.2
telF1 0.326091794788 23 0 10K 0.2
k3 0.767314102659 24 0 10K 0.2
k5 0.76815065613 24 0 10K 0.2
pBM4 0.587289297533 24 0 10K 0.2
pBM5 0.508721186607 24 0 10K 0.2
pBM6 0.387503374584 24 0 10K 0.2
potomciNP0 0.354746171629 24 0 10K 0.2
telF1 0.518681986781 24 0 10K 0.2
k3 0.748086964343 25 0 10K 0.2
k5 0.749866075188 25 0 10K 0.2
pBM4 0.523217534972 25 0 10K 0.2
pBM5 0.608803171093 25 0 10K 0.2
pBM6 0.570347161122 25 0 10K 0.2
potomciNP0 0.549587009271 25 0 10K 0.2
telF1 0.543131422888 25 0 10K 0.2
k3 0.745639403751 26 0 10K 0.2
k5 0.769948479373 26 0 10K 0.2
pBM4 0.257520892419 26 0 10K 0.2
pBM5 0.511342564388 26 0 10K 0.2
pBM6 0.586353356716 26 0 10K 0.2
potomciNP0 0.400003163731 26 0 10K 0.2
telF1 0.565951942826 26 0 10K 0.2
k3 0.757456367979 27 0 10K 0.2
k5 0.759991546802 27 0 10K 0.2
pBM4 0.278504928787 27 0 10K 0.2
pBM5 0.338658396601 27 0 10K 0.2
pBM6 0.467775282641 27 0 10K 0.2
potomciNP0 0.40916818243 27 0 10K 0.2
telF1 0.473317530947 27 0 10K 0.2
k3 0.760132859866 28 0 10K 0.2
k5 0.750674511763 28 0 10K 0.2
pBM4 0.221230470435 28 0 10K 0.2
pBM5 0.275009714232 28 0 10K 0.2
pBM6 0.35370536911 28 0 10K 0.2
potomciNP0 0.359166603375 28 0 10K 0.2
telF1 0.530537900176 28 0 10K 0.2
k3 0.737084122172 29 0 10K 0.2
k5 0.762579137835 29 0 10K 0.2
pBM4 0.275082078748 29 0 10K 0.2
pBM5 0.273267265544 29 0 10K 0.2
pBM6 0.295369145999 29 0 10K 0.2
potomciNP0 0.485802881596 29 0 10K 0.2
telF1 0.499937250991 29 0 10K 0.2
k3 0.727639216442 30 0 10K 0.2
k5 0.760641844005 30 0 10K 0.2
pBM4 0.435646632864 30 0 10K 0.2
pBM5 0.209915454829 30 0 10K 0.2
pBM6 0.27076315758 30 0 10K 0.2
potomciNP0 0.505832987333 30 0 10K 0.2
telF1 0.508068583238 30 0 10K 0.2
k3 0.705278526632 31 0 10K 0.2
k5 0.739605881906 31 0 10K 0.2
pBM4 0.472804407045 31 0 10K 0.2
pBM5 0.47607494141 31 0 10K 0.2
pBM6 0.237560933932 31 0 10K 0.2
potomciNP0 0.460625272006 31 0 10K 0.2
telF1 0.534774751314 31 0 10K 0.2
k3 0.720838383306 32 0 10K 0.2
k5 0.731551254113 32 0 10K 0.2
pBM4 0.460630125198 32 0 10K 0.2
pBM5 0.408651025769 32 0 10K 0.2
pBM6 0.41760030913 32 0 10K 0.2
potomciNP0 0.46694744238 32 0 10K 0.2
telF1 0.506983011595 32 0 10K 0.2
k3 0.721501249199 33 0 10K 0.2
k5 0.721000754877 33 0 10K 0.2
pBM4 0.467584809311 33 0 10K 0.2
pBM5 0.441355621837 33 0 10K 0.2
pBM6 0.448185491726 33 0 10K 0.2
potomciNP0 0.523544082634 33 0 10K 0.2
telF1 0.496480420567 33 0 10K 0.2
k3 0.71385555689 34 0 10K 0.2
